gene_or_label,day,value,condition
Tryptophan,117,5.962564674,6d darkness
"Tryptophan, N-acetyl-",117,-0.832431445,6d darkness
4-Hydroxyquinazoline,117,3.227236135,6d darkness
Tyrosine,117,4.521035568,6d darkness
Uric acid,117,-3.012846887,6d darkness
Uridine-5'-diphosphogalactose,117,-2.299431603,6d darkness
5-Hydroxy-L-Tryptophan,118,0.78813514,6d darkness
"6,7-Dimethyl-8-ribityllumazine",118,0.603459376,6d darkness
6-Hydroxynicotinic acid,118,0.591491452,6d darkness
Adenosine 5'-monophosphate,118,-3.701338781,6d darkness
Allantoic acid,118,4.082262301,6d darkness
allantoin,118,0.859023665,6d darkness
alpha-D-Galacturonic acid 1-phosphate,118,3.543180858,6d darkness
alpha-Ketoglutaric acid,118,-1.212285964,6d darkness
Azelaic acid,118,-0.067801935,6d darkness
beta-Nicotinamide adenine dinucleotide,118,-1.207646149,6d darkness
Citramalic acid,118,-1.232268832,6d darkness
Citric acid,118,1.393864683,6d darkness
2-[[Amino(imino)methyl]amino]ethane-1-sulfonic acid,118,1.779911433,6d darkness
Dehydroisoandrosterone-3-sulfate ,118,4.701304755,6d darkness
Flavin Mononucleotide,118,-0.907167753,6d darkness
Flavine adenine dinucleotide (FAD),118,-1.330694573,6d darkness
Formimino-L-Aspartic acid,118,-0.356005043,6d darkness
Glucoalyssin,118,-6.931371693,6d darkness
Glucobrassicin,118,-2.748328993,6d darkness
Glucoheptose,118,3.1676449,6d darkness
Glucohirsutin,118,-1.07222481,6d darkness
Gluconic acid,118,-0.483867666,6d darkness
Glutamic acid,118,-1.260725494,6d darkness
"Glutamic acid, N-acetyl-",118,-2.933269779,6d darkness
Glutathione,118,-1.79886218,6d darkness
Glycyl-L-phenylalanine,118,-0.814692459,6d darkness
Guanosine,118,-1.889993003,6d darkness
Guanosine 2':3'-Cyclic monophosphate,118,0.465178112,6d darkness
2-Isopropylmalic acid,118,-0.778034065,6d darkness
2-Methylcitric acid,118,-3.09705373,6d darkness
Indoxyl-beta-D-glucoside,118,-2.096469879,6d darkness
Leucine,118,2.498472452,6d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,118,-4.058452172,6d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,118,-5.212197799,6d darkness
Kaempferol 3-O-rhamnoside 7-O-rhamnoside,118,-3.907866423,6d darkness
Lactulose,118,-4.859584689,6d darkness
Isoleucine,118,0.18276268,6d darkness
Loganin,118,1.999295484,6d darkness
Malic acid,118,-1.218720256,6d darkness
Malonamide,118,-0.731302358,6d darkness
Methionine,118,-0.061477187,6d darkness
Monotropein,118,-0.135983411,6d darkness
"N,N-Dimethylglycine",118,-1.127496072,6d darkness
N-Acetyl-D-Phenylalanine,118,-1.399984682,6d darkness
N-Acetyl-L-Tyrosine,118,-3.453110769,6d darkness
Naringin,118,-0.527047866,6d darkness
N-Ethylmaleamic acid,118,6.342184299,6d darkness
Ornithine,118,3.550535257,6d darkness
Pantothenic acid (Vitamine B5) ,118,1.264907949,6d darkness
p-Coumaric acid,118,2.101775301,6d darkness
3-Deoxy-D-manno-2-octulosonic acid,118,-0.835664369,6d darkness
3-Hydroxy-3-Methylglutaric acid,118,3.091027501,6d darkness
Purine,118,3.842025956,6d darkness
Pyridoxamine-5'-phosphate,118,-0.631977356,6d darkness
Pyroglutamic acid,118,1.464121287,6d darkness
"Quercetin 3,7-dirhamnoside",118,-4.405406813,6d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,118,-5.102197116,6d darkness
Riboflavin ,118,-1.60989549,6d darkness
Rutin,118,-3.384415468,6d darkness
Saccharic acid,118,0.471751617,6d darkness
Salicin,118,0.458922765,6d darkness
Sedoheptulose,118,1.804722585,6d darkness
Serine,118,-1.436223197,6d darkness
Sinapoylglucose,118,-3.112139769,6d darkness
Suberic acid,118,-0.039046388,6d darkness
Succinoadenosine,118,-0.4055614,6d darkness
Tetrahydroalstonine,118,0.112034931,6d darkness
trans-zeatin-O-glucoside,118,-0.827016337,6d darkness
Tryptophan,118,6.086730795,6d darkness
"Tryptophan, N-acetyl-",118,-1.11973397,6d darkness
4-Hydroxyquinazoline,118,1.873687268,6d darkness
Tyrosine,118,3.916348956,6d darkness
Uric acid,118,-0.957452701,6d darkness
Uridine-5'-diphosphogalactose,118,-2.445860137,6d darkness
5-Hydroxy-L-Tryptophan,119,1.241474425,6d darkness
"6,7-Dimethyl-8-ribityllumazine",119,0.202049624,6d darkness
6-Hydroxynicotinic acid,119,0.848125091,6d darkness
Adenosine 5'-monophosphate,119,-3.729832282,6d darkness
Allantoic acid,119,4.031037944,6d darkness
allantoin,119,1.249721004,6d darkness
alpha-D-Galacturonic acid 1-phosphate,119,2.878084331,6d darkness
alpha-Ketoglutaric acid,119,-2.590408433,6d darkness
Azelaic acid,119,-0.070205095,6d darkness
beta-Nicotinamide adenine dinucleotide,119,-1.452906871,6d darkness
Citramalic acid,119,-1.177277458,6d darkness
Citric acid,119,1.092047395,6d darkness
2-[[Amino(imino)methyl]amino]ethane-1-sulfonic acid,119,1.784933454,6d darkness
Dehydroisoandrosterone-3-sulfate ,119,3.18287917,6d darkness
Flavin Mononucleotide,119,-1.053865294,6d darkness
Flavine adenine dinucleotide (FAD),119,-1.334103502,6d darkness
Formimino-L-Aspartic acid,119,0.766996727,6d darkness
Glucoalyssin,119,-8.336114036,6d darkness
Glucobrassicin,119,-2.99174206,6d darkness
Glucoheptose,119,2.501875807,6d darkness
Glucohirsutin,119,-0.564304095,6d darkness
Gluconic acid,119,-0.362828649,6d darkness
Glutamic acid,119,-1.690889406,6d darkness
"Glutamic acid, N-acetyl-",119,-3.546082382,6d darkness
Glutathione,119,-1.685579865,6d darkness
Glycyl-L-phenylalanine,119,-0.229558916,6d darkness
Guanosine,119,-0.898835724,6d darkness
Guanosine 2':3'-Cyclic monophosphate,119,0.758692191,6d darkness
2-Isopropylmalic acid,119,-1.171780901,6d darkness
2-Methylcitric acid,119,-3.564434006,6d darkness
Indoxyl-beta-D-glucoside,119,-1.789889234,6d darkness
Leucine,119,4.342670606,6d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,119,-3.465637392,6d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,119,-4.95286724,6d darkness
Kaempferol 3-O-rhamnoside 7-O-rhamnoside,119,-3.695761179,6d darkness
Lactulose,119,-4.579889197,6d darkness
Isoleucine,119,2.652357148,6d darkness
Loganin,119,2.851066961,6d darkness
Malic acid,119,-1.56316694,6d darkness
Malonamide,119,-2.22217705,6d darkness
Methionine,119,0.82252236,6d darkness
Monotropein,119,-0.318923173,6d darkness
"N,N-Dimethylglycine",119,-1.454296783,6d darkness
N-Acetyl-D-Phenylalanine,119,-1.335044443,6d darkness
N-Acetyl-L-Tyrosine,119,-2.838042905,6d darkness
Naringin,119,0.968103234,6d darkness
N-Ethylmaleamic acid,119,6.16268516,6d darkness
Ornithine,119,3.686767348,6d darkness
Pantothenic acid (Vitamine B5) ,119,1.202804141,6d darkness
p-Coumaric acid,119,4.456070241,6d darkness
3-Deoxy-D-manno-2-octulosonic acid,119,-1.293900467,6d darkness
3-Hydroxy-3-Methylglutaric acid,119,2.94779543,6d darkness
Purine,119,4.710494125,6d darkness
Pyridoxamine-5'-phosphate,119,-0.626862139,6d darkness
Pyroglutamic acid,119,-0.028935497,6d darkness
"Quercetin 3,7-dirhamnoside",119,-3.867964793,6d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,119,-4.275194439,6d darkness
Riboflavin ,119,-1.895055128,6d darkness
Rutin,119,-3.556905439,6d darkness
Saccharic acid,119,0.162231883,6d darkness
Salicin,119,0.050123781,6d darkness
Sedoheptulose,119,1.627222214,6d darkness
Serine,119,-1.094930442,6d darkness
Sinapoylglucose,119,-3.588045265,6d darkness
Suberic acid,119,-0.029066449,6d darkness
Succinoadenosine,119,0.252387495,6d darkness
Tetrahydroalstonine,119,-0.181433295,6d darkness
trans-zeatin-O-glucoside,119,-0.144913154,6d darkness
Tryptophan,119,5.865461514,6d darkness
"Tryptophan, N-acetyl-",119,-1.582047218,6d darkness
4-Hydroxyquinazoline,119,3.010005407,6d darkness
Tyrosine,119,4.721594644,6d darkness
Uric acid,119,-0.372319354,6d darkness
Uridine-5'-diphosphogalactose,119,-2.616646505,6d darkness
5-Hydroxy-L-Tryptophan,120,1.014721662,6d darkness
"6,7-Dimethyl-8-ribityllumazine",120,0.233173874,6d darkness
6-Hydroxynicotinic acid,120,1.915093943,6d darkness
Adenosine 5'-monophosphate,120,-3.0907449,6d darkness
Allantoic acid,120,4.003448151,6d darkness
allantoin,120,0.646788843,6d darkness
alpha-D-Galacturonic acid 1-phosphate,120,3.165884607,6d darkness
alpha-Ketoglutaric acid,120,-3.305991504,6d darkness
Azelaic acid,120,-0.066647466,6d darkness
beta-Nicotinamide adenine dinucleotide,120,-1.489253147,6d darkness
Citramalic acid,120,-1.089615305,6d darkness
Citric acid,120,1.259414015,6d darkness
2-[[Amino(imino)methyl]amino]ethane-1-sulfonic acid,120,1.941345362,6d darkness
Dehydroisoandrosterone-3-sulfate ,120,2.347029967,6d darkness
Flavin Mononucleotide,120,-0.729342945,6d darkness
Flavine adenine dinucleotide (FAD),120,-1.417058584,6d darkness
Formimino-L-Aspartic acid,120,0.414292647,6d darkness
Glucoalyssin,120,-8.561316364,6d darkness
Glucobrassicin,120,-1.735727677,6d darkness
Glucoheptose,120,2.973126993,6d darkness
Glucohirsutin,120,-0.0784242,6d darkness
Gluconic acid,120,-0.23520046,6d darkness
Glutamic acid,120,-1.317631684,6d darkness
"Glutamic acid, N-acetyl-",120,-3.068778748,6d darkness
Glutathione,120,-1.620205437,6d darkness
Glycyl-L-phenylalanine,120,-0.855286819,6d darkness
Guanosine,120,-1.185126926,6d darkness
Guanosine 2':3'-Cyclic monophosphate,120,0.060485544,6d darkness
2-Isopropylmalic acid,120,-0.865129629,6d darkness
2-Methylcitric acid,120,-3.052369794,6d darkness
Indoxyl-beta-D-glucoside,120,-1.598461916,6d darkness
Leucine,120,3.991411788,6d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,120,-3.217657457,6d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,120,-3.560563888,6d darkness
Kaempferol 3-O-rhamnoside 7-O-rhamnoside,120,-2.263044586,6d darkness
Lactulose,120,-3.725698486,6d darkness
Isoleucine,120,2.705502115,6d darkness
Loganin,120,3.152919148,6d darkness
Malic acid,120,-1.766542681,6d darkness
Malonamide,120,-2.660364741,6d darkness
Methionine,120,-0.132411914,6d darkness
Monotropein,120,-0.13591862,6d darkness
"N,N-Dimethylglycine",120,-1.271361847,6d darkness
N-Acetyl-D-Phenylalanine,120,-2.306515558,6d darkness
N-Acetyl-L-Tyrosine,120,-3.766295767,6d darkness
Naringin,120,-0.593845247,6d darkness
N-Ethylmaleamic acid,120,5.73546107,6d darkness
Ornithine,120,3.675548897,6d darkness
Pantothenic acid (Vitamine B5) ,120,1.34084048,6d darkness
p-Coumaric acid,120,4.14314374,6d darkness
3-Deoxy-D-manno-2-octulosonic acid,120,-1.14482789,6d darkness
3-Hydroxy-3-Methylglutaric acid,120,2.455407069,6d darkness
Purine,120,4.90208985,6d darkness
Pyridoxamine-5'-phosphate,120,-0.329861601,6d darkness
Pyroglutamic acid,120,0.017003499,6d darkness
"Quercetin 3,7-dirhamnoside",120,-2.665068222,6d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,120,-3.108875753,6d darkness
Riboflavin ,120,-0.921445684,6d darkness
Rutin,120,-3.26369486,6d darkness
Saccharic acid,120,0.074736755,6d darkness
Salicin,120,1.960087469,6d darkness
Sedoheptulose,120,1.216515969,6d darkness
Serine,120,-0.979557807,6d darkness
Sinapoylglucose,120,-3.043197316,6d darkness
Suberic acid,120,-0.040133473,6d darkness
Succinoadenosine,120,-0.160209844,6d darkness
Tetrahydroalstonine,120,-0.005315476,6d darkness
trans-zeatin-O-glucoside,120,-1.511871225,6d darkness
Tryptophan,120,5.474261659,6d darkness
"Tryptophan, N-acetyl-",120,-1.332727964,6d darkness
4-Hydroxyquinazoline,120,3.144503218,6d darkness
Tyrosine,120,4.95412322,6d darkness
Uric acid,120,-0.161132682,6d darkness
Uridine-5'-diphosphogalactose,120,-2.870903469,6d darkness
5-Hydroxy-L-Tryptophan,121,1.21305684,6d darkness
"6,7-Dimethyl-8-ribityllumazine",121,-0.086207246,6d darkness
6-Hydroxynicotinic acid,121,0.885270777,6d darkness
Adenosine 5'-monophosphate,121,-3.116231595,6d darkness
Allantoic acid,121,3.828719733,6d darkness
allantoin,121,0.408581708,6d darkness
alpha-D-Galacturonic acid 1-phosphate,121,3.000003891,6d darkness
alpha-Ketoglutaric acid,121,-3.721081,6d darkness
Azelaic acid,121,-0.069843321,6d darkness
beta-Nicotinamide adenine dinucleotide,121,-1.204636865,6d darkness
Citramalic acid,121,-1.24321013,6d darkness
Citric acid,121,1.55798075,6d darkness
2-[[Amino(imino)methyl]amino]ethane-1-sulfonic acid,121,1.432021598,6d darkness
Dehydroisoandrosterone-3-sulfate ,121,0.921369633,6d darkness
Flavin Mononucleotide,121,-0.503484771,6d darkness
Flavine adenine dinucleotide (FAD),121,-1.35021966,6d darkness
Formimino-L-Aspartic acid,121,0.486253284,6d darkness
Glucoalyssin,121,-3.873834646,6d darkness
Glucobrassicin,121,-2.156924463,6d darkness
Glucoheptose,121,2.747098685,6d darkness
Glucohirsutin,121,-0.084860943,6d darkness
Gluconic acid,121,-0.147967035,6d darkness
Glutamic acid,121,-1.37295722,6d darkness
"Glutamic acid, N-acetyl-",121,-3.768207943,6d darkness
Glutathione,121,-1.646475038,6d darkness
Glycyl-L-phenylalanine,121,-1.494503092,6d darkness
Guanosine,121,-2.26893418,6d darkness
Guanosine 2':3'-Cyclic monophosphate,121,0.815191481,6d darkness
2-Isopropylmalic acid,121,-1.025275719,6d darkness
2-Methylcitric acid,121,-3.67394898,6d darkness
Indoxyl-beta-D-glucoside,121,-1.359601647,6d darkness
Leucine,121,3.323067262,6d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,121,-2.718489623,6d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,121,-2.586332056,6d darkness
Kaempferol 3-O-rhamnoside 7-O-rhamnoside,121,-3.391241534,6d darkness
Lactulose,121,-4.341628659,6d darkness
Isoleucine,121,1.192090123,6d darkness
Loganin,121,3.083701615,6d darkness
Malic acid,121,-1.656186935,6d darkness
Malonamide,121,-3.30917192,6d darkness
Methionine,121,-0.935158642,6d darkness
Monotropein,121,-0.095483401,6d darkness
"N,N-Dimethylglycine",121,-1.316475727,6d darkness
N-Acetyl-D-Phenylalanine,121,-1.919125572,6d darkness
N-Acetyl-L-Tyrosine,121,-3.632844249,6d darkness
Naringin,121,-0.314420503,6d darkness
N-Ethylmaleamic acid,121,5.709869622,6d darkness
Ornithine,121,3.530953613,6d darkness
Pantothenic acid (Vitamine B5) ,121,1.256912876,6d darkness
p-Coumaric acid,121,3.851463227,6d darkness
3-Deoxy-D-manno-2-octulosonic acid,121,-0.948609158,6d darkness
3-Hydroxy-3-Methylglutaric acid,121,2.93732712,6d darkness
Purine,121,4.120532243,6d darkness
Pyridoxamine-5'-phosphate,121,-0.8746537,6d darkness
Pyroglutamic acid,121,0.186700368,6d darkness
"Quercetin 3,7-dirhamnoside",121,-6.299571217,6d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,121,-3.888284441,6d darkness
Riboflavin ,121,-0.84660939,6d darkness
Rutin,121,-2.963365803,6d darkness
Saccharic acid,121,0.182799761,6d darkness
Salicin,121,-0.66030057,6d darkness
Sedoheptulose,121,1.66048825,6d darkness
Serine,121,-1.655731776,6d darkness
Sinapoylglucose,121,-3.665445238,6d darkness
Suberic acid,121,-0.037360882,6d darkness
Succinoadenosine,121,0.150731748,6d darkness
Tetrahydroalstonine,121,-0.450508361,6d darkness
trans-zeatin-O-glucoside,121,-0.072923781,6d darkness
Tryptophan,121,5.426097655,6d darkness
"Tryptophan, N-acetyl-",121,-1.049425101,6d darkness
4-Hydroxyquinazoline,121,2.129154471,6d darkness
Tyrosine,121,4.276783885,6d darkness
Uric acid,121,-1.377958702,6d darkness
Uridine-5'-diphosphogalactose,121,-2.712398003,6d darkness
5-Hydroxy-L-Tryptophan,122,0.68362365,6d darkness
"6,7-Dimethyl-8-ribityllumazine",122,0.900139887,6d darkness
6-Hydroxynicotinic acid,122,2.048271557,6d darkness
Adenosine 5'-monophosphate,122,-3.764479728,6d darkness
Allantoic acid,122,4.191205064,6d darkness
allantoin,122,0.662482185,6d darkness
alpha-D-Galacturonic acid 1-phosphate,122,3.231927272,6d darkness
alpha-Ketoglutaric acid,122,-1.220636376,6d darkness
Azelaic acid,122,-0.069267305,6d darkness
beta-Nicotinamide adenine dinucleotide,122,-1.089015332,6d darkness
Citramalic acid,122,-0.671702089,6d darkness
Citric acid,122,1.38049089,6d darkness
2-[[Amino(imino)methyl]amino]ethane-1-sulfonic acid,122,-0.066516682,6d darkness
Dehydroisoandrosterone-3-sulfate ,122,4.180954634,6d darkness
Flavin Mononucleotide,122,-0.946563128,6d darkness
Flavine adenine dinucleotide (FAD),122,-0.854692182,6d darkness
Formimino-L-Aspartic acid,122,0.414447898,6d darkness
Glucoalyssin,122,-8.389629933,6d darkness
Glucobrassicin,122,-2.947118753,6d darkness
Glucoheptose,122,2.690545224,6d darkness
Glucohirsutin,122,0.009631512,6d darkness
Gluconic acid,122,-0.416560556,6d darkness
Glutamic acid,122,-1.376206249,6d darkness
"Glutamic acid, N-acetyl-",122,-4.58086845,6d darkness
Glutathione,122,-1.768185636,6d darkness
Glycyl-L-phenylalanine,122,-0.001949061,6d darkness
Guanosine,122,-1.714334833,6d darkness
Guanosine 2':3'-Cyclic monophosphate,122,1.302673397,6d darkness
2-Isopropylmalic acid,122,-1.095043498,6d darkness
2-Methylcitric acid,122,-3.421200679,6d darkness
Indoxyl-beta-D-glucoside,122,-2.293054206,6d darkness
Leucine,122,4.635954143,6d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,122,-3.889121013,6d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,122,-5.825663374,6d darkness
Kaempferol 3-O-rhamnoside 7-O-rhamnoside,122,-3.409534458,6d darkness
Lactulose,122,-4.855630091,6d darkness
Isoleucine,122,2.565202829,6d darkness
Loganin,122,2.786725798,6d darkness
Malic acid,122,-0.945502716,6d darkness
Malonamide,122,-0.880432281,6d darkness
Methionine,122,1.202650946,6d darkness
Monotropein,122,-0.08424678,6d darkness
"N,N-Dimethylglycine",122,-1.10309281,6d darkness
N-Acetyl-D-Phenylalanine,122,-1.774991134,6d darkness
N-Acetyl-L-Tyrosine,122,-3.781067966,6d darkness
Naringin,122,1.331950735,6d darkness
N-Ethylmaleamic acid,122,6.266529329,6d darkness
Ornithine,122,3.643942056,6d darkness
Pantothenic acid (Vitamine B5) ,122,1.417677355,6d darkness
p-Coumaric acid,122,4.530597955,6d darkness
3-Deoxy-D-manno-2-octulosonic acid,122,-1.089162252,6d darkness
3-Hydroxy-3-Methylglutaric acid,122,7.787278968,6d darkness
Purine,122,4.206581251,6d darkness
Pyridoxamine-5'-phosphate,122,-0.57941697,6d darkness
Pyroglutamic acid,122,0.87559427,6d darkness
"Quercetin 3,7-dirhamnoside",122,-4.230816335,6d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,122,-5.041507107,6d darkness
Riboflavin ,122,-2.010647621,6d darkness
Rutin,122,-3.866321112,6d darkness
Saccharic acid,122,0.41303135,6d darkness
Salicin,122,-3.14404676,6d darkness
Sedoheptulose,122,1.295194049,6d darkness
Serine,122,-1.335099192,6d darkness
Sinapoylglucose,122,-3.436710113,6d darkness
Suberic acid,122,-0.03517613,6d darkness
Succinoadenosine,122,0.12801253,6d darkness
Tetrahydroalstonine,122,-0.362006292,6d darkness
trans-zeatin-O-glucoside,122,-0.311731504,6d darkness
Tryptophan,122,5.994782258,6d darkness
"Tryptophan, N-acetyl-",122,-1.512760168,6d darkness
4-Hydroxyquinazoline,122,3.505596258,6d darkness
Tyrosine,122,4.247861393,6d darkness
Uric acid,122,-2.209832078,6d darkness
Uridine-5'-diphosphogalactose,122,-2.233833483,6d darkness
5-Hydroxy-L-Tryptophan,123,0.472100988,6d darkness
"6,7-Dimethyl-8-ribityllumazine",123,0.325600553,6d darkness
6-Hydroxynicotinic acid,123,0.27970193,6d darkness
Adenosine 5'-monophosphate,123,-3.203013869,6d darkness
Allantoic acid,123,4.013935352,6d darkness
allantoin,123,0.894367059,6d darkness
alpha-D-Galacturonic acid 1-phosphate,123,3.226529277,6d darkness
alpha-Ketoglutaric acid,123,-2.306939718,6d darkness
Azelaic acid,123,-0.074808691,6d darkness
beta-Nicotinamide adenine dinucleotide,123,-1.436792679,6d darkness
Citramalic acid,123,-1.260582133,6d darkness
Citric acid,123,1.41855357,6d darkness
2-[[Amino(imino)methyl]amino]ethane-1-sulfonic acid,123,1.332486559,6d darkness
